alibaba	经营范围：批发：服装。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓 ［已认证］	注册地址：中国广东东莞虎门镇银龙路大莹东方国际服装商贸城5楼E535商铺                                    查看地图	东莞 牛仔裤	https://kaner168.1688.com/page/creditdetail.htm	注册资本：无需验资 ［已认证］	东莞市虎门卡尼尔服装批发商行	13826076996	kaner168	2018-03-23	联系人：王风广	成立时间：2013年04月11日 ［已认证］
alibaba	经营范围：销售：服饰。 ［已认证］	注册地址：中国广东东莞虎门镇银龙路大莹服装电商城五楼B520                                    查看地图	东莞 牛仔裤	https://yileku.1688.com/page/creditdetail.htm	注册资本：无需验资 ［已认证］	东莞市虎门依乐酷服饰店	18929131621	yileku	2018-03-23	联系人：刘嘉丽	成立时间：2013年04月08日 ［已认证］
alibaba	经营范围：产销：服饰、服装、手袋、皮具、鞋。 ［已认证］	注册地址：中国广东东莞虎门镇龙眼社区龙眼四路94号3楼                                    查看地图	东莞 牛仔裤	https://wurhwa.1688.com/page/creditdetail.htm	注册资本：人民币50万元 ［已认证］	东莞市吾尔正华服饰有限公司	13560824559	wurhwa	2018-03-23	联系人：谢新华	成立时间：2014年11月05日 ［已认证］
alibaba	经营范围：生产、销售：服饰、服装、鞋、帽、袜。 ［已认证］	注册地址：中国广东东莞虎门镇东风西沙路七号五楼                                    查看地图	东莞 牛仔裤	https://mukoufs.1688.com/page/creditdetail.htm	注册资本：人民币200万元 ［已认证］	东莞市慕蔻服饰有限公司	13751260687	mukoufs	2018-03-23	联系人：柯贤德	成立时间：2015年05月05日 ［已认证］
alibaba	经营范围：生产、销售：服装、服装饰品、鞋、帽、袜。 (依法须经批准的项目，经相关部门批准后方可开展经营活动)〓 ［已认证］	注册地址：中国广东东莞中堂镇江南工业西区中心路7号六楼                                    查看地图	东莞 牛仔裤	https://weizhenfushi.1688.com/page/creditdetail.htm	注册资本：人民币50万元 ［已认证］	东莞市维真服饰有限公司	13686126219	weizhenfushi	2018-03-23	联系人：申秀君	成立时间：2013年02月26日 ［已认证］
alibaba	经营范围：产销及网上销售：服装、鞋类、帽子、袜子、日用品、文具、包装用纸制品。 ［已认证］	注册地址：中国广东东莞塘厦镇莲湖社区莲湖北路2A号A栋二楼202                                    查看地图	东莞 牛仔裤	https://qiaduzhiyi.1688.com/page/creditdetail.htm	注册资本：人民币100万元 ［已认证］	恰度官方旗舰店	13532800006	qiaduzhiyi	2018-03-23	联系人：孙鸿雁	成立时间：2016年10月19日 ［已认证］
alibaba	经营范围：网上销售、销售、设计：服饰、服装；货物进出口。 ［已认证］	注册地址：中国广东东莞虎门镇东风社区南社路8号三楼                                    查看地图	东莞 牛仔裤	https://zhendisen.1688.com/page/creditdetail.htm	注册资本：人民币100万元 ［已认证］	东莞市臻缔森服饰有限公司	15818262900	zhendisen	2018-03-23	联系人：骆海斌	成立时间：2015年02月13日 ［已认证］
alibaba	经营范围：生产、销售：服饰、服装、鞋、帽、袜。 ［已认证］	注册地址：中国广东东莞虎门镇东风西沙路七号五楼                                    查看地图	东莞 牛仔裤	https://shop1489497870905.1688.com/page/creditdetail.htm	注册资本：人民币200万元 ［已认证］	慕蔻服装源头厂家	13751260687	shop1489497870905	2018-03-23	联系人：柯贤德	成立时间：2015年05月05日 ［已认证］
alibaba	经营范围：设计、销售：服装、饰品、鞋、帽、箱包、皮具、针织纺品、纺织原料、日用品。 ［已认证］	注册地址：中国广东东莞塘厦镇莆心湖社区莆心湖新村一巷13号101                                    查看地图	东莞 牛仔裤	https://shop9267967717xr9.1688.com/page/creditdetail.htm	注册资本：人民币20万元 ［已认证］	东莞市栩笙服饰有限公司	13006880828	shop9267967717xr9	2018-03-23	联系人：彭小聪	成立时间：2016年05月04日 ［已认证］
alibaba	经营范围：生产、销售：服饰、服装、服装辅料、鞋、帽、袜、皮具、箱包、围巾、皮革制品、手袋、纺织品、日用品、饰品、文具、工艺品、床上用品、家居用品、户外运动用品。 ［已认证］	注册地址：中国广东东莞虎门镇则徐社区太沙路205号3栋5楼506                                    查看地图	东莞 牛仔裤	https://shop1494521942276.1688.com/page/creditdetail.htm	注册资本：人民币50万元 ［已认证］	东莞市群飞燕舞服饰有限公司	13556631764	shop1494521942276	2018-03-23	联系人：张卫群	成立时间：2017年04月10日 ［已认证］
